time,speed_kmh,P_load_kW,P_fc_kW,P_bat_kW,SOC,m_H2_cumul_kg,H2_eq_kg
48,6.0,0.41096810699588476,0.0,0.41096810699588476,0.5997990131354556,0.0,0.2975864553390647
49,6.0,0.41096810699588476,0.0,0.41096810699588476,0.5997925805514016,0.0,0.2975864553390647
50,6.0,0.41096810699588476,0.0,0.41096810699588476,0.5997861479638497,0.0,0.2975864553390647
51,6.0,0.41096810699588476,0.0,0.41096810699588476,0.5997797153727997,0.0,0.2975864553390647
52,6.0,0.41096810699588476,0.0,0.41096810699588476,0.5997732827782519,0.0,0.2975864553390647
53,6.0,0.41096810699588476,0.0,0.41096810699588476,0.5997668501802061,0.0,0.2975864553390647
54,6.0,0.41096810699588476,0.0,0.41096810699588476,0.5997604175786624,0.0,0.2975864553390647
55,6.0,0.3723878600823047,0.0,0.3723878600823047,0.5997539849736206,0.0,0.2975864553390647
56,5.9,0.3661092970012194,0.0,0.3661092970012194,0.5997481563251101,0.0,0.2975864553390647
57,5.9,0.36610929700121914,0.0,0.36610929700121914,0.5997424259606953,0.0,0.2975864553390647
58,5.8,0.3598343691510438,0.0,0.3598343691510438,0.5997366955935046,0.0,0.2975864553390647
59,5.8,0.3598343691510441,0.0,0.3598343691510441,0.5997310634532041,0.0,0.2975864553390647
60,5.7,0.31691178034979417,0.0,0.31691178034979417,0.5997254313102222,0.0,0.2975864553390647
61,5.6,0.34729517268709015,0.0,0.34729517268709015,0.5997204710755882,0.0,0.2975864553390647
62,5.6,0.3472951726870904,0.0,0.3472951726870904,0.5997150352188354,0.0,0.2975864553390647
63,5.5,0.3056655545076972,0.0,0.3056655545076972,0.5997095993595848,0.0,0.2975864553390647
64,5.4,0.3000475555555555,0.0,0.3000475555555555,0.599704815163398,0.0,0.2975864553390647
65,5.3,0.29443288376390786,0.0,0.29443288376390786,0.5997001189072135,0.0,0.2975864553390647
66,5.2,0.2888214775186709,0.0,0.2888214775186709,0.5996955105386627,0.0,0.2975864553390647
67,5.1,0.31600648508230433,0.0,0.31600648508230433,0.59969099000634,0.0,0.2975864553390647
68,5.1,0.31600648508230456,0.0,0.31600648508230456,0.5996860439285693,0.0,0.2975864553390647
69,5.0,0.2776082152110961,0.0,0.2776082152110961,0.5996810978487307,0.0,0.2975864553390647
70,4.9,0.2720062359205913,0.0,0.2720062359205913,0.5996767528364956,0.0,0.2975864553390647
71,4.8,0.26640727572016454,0.0,0.26640727572016454,0.5996724955120915,0.0,0.2975864553390647
72,4.7,0.2608112729957323,0.0,0.2608112729957323,0.5996683258279654,0.0,0.2975864553390647
73,4.6,0.25521816613321135,0.0,0.25521816613321135,0.5996642437375272,0.0,0.2975864553390647
74,4.5,0.24962789351851877,0.0,0.24962789351851877,0.5996602491951503,0.0,0.2975864553390647
